Token,Tag
gnädig,O
sin,O
Denne,O
will,O
er,O
gentzlich,O
mit,O
bekhönnen,O
das,O
er,O
ye,O
mitt,O
unnernüfftigen,O
thieren,O
(,O
mitt,O
züchen,O
),O
zuschaffen,O
ghan,O
habe,O
daß,O
angezeygt,O
das,O
einer,O
daselbst,O
zuo,O
Yegistorff,B-LOC
Batthi,B-PER
Glauser,I-PER
genampt,O
so,O
ein,O
ffr,O
inn,O
söllichen,O
gezigts,O
gsin,O
der,O
aber,O
vor,O
acht,O
iaren,O
mitt,O
sampt,O
siner,O
eefrouwen,O
hin,O
-,O
wäg,O
gwichen,O
unnd,O
nitt,O
meer,O
vorhanden,O
.,O
der,O
übrigen,O
halb,O
die,O
er,O
mißhandlung,O
er,O
das,O
er,O
den,O
selbigen,O
n,O
unnd,O
unrächen,O
und,O
wüsse,O
nütt,O
anders,O
von,O
inen,O
dann,O
alle,O
eer,O
liebs,O
und,O
guots,O
uff,O
Zinstag,O
dem,O
17,O
tag,O
meyens,O
in,O
gegenwurtigkheit,O
herr,O
Sulpitibus,O
Brügglins,I-PER
H,O
.,O
Gallus,B-PER
Waldis,I-PER
beyd,O
deß,O
Rhatts,O
Sebastian,B-PER
us,I-PER
Luter,I-PER
nuw,O
der,O
Burgens,O
Wilhelm,B-PER
von,B-PER
Stein,I-PER
Hans,B-PER
Speych,I-PER
Ist,O
zuo,O
Marzili,B-LOC
Hans,B-PER
Speych,I-PER
pinlich,O
ehrnstlich,O
im,O
ghaltten,O
es,O
khomme,O
gnedigen,O
herren,O
für,O
wier,O
ettlichergstaltt,O
von,O
siner,O
gycht,O
abfalle,O
und,O
hütt,O
eins,O
mandes,O
ein,O
anders,O
man,O
verursachet,O
ine,O
mitt,O
werd,O
gegen,O
im,O
mitt,O
strenge,O
der,O
marter,O
fürzfaren,O
und,O
welherlei,O
gstaltt,O
er,O
mitt,O
einen,O
und,O
dem,O
anderen,O
hievor,O
genampten,O
mishandlet,O
.,O
hieruff,O
ist,O
sin,O
antwurt,O
hieuor,O
vilangen,O
us,O
sige,O
uß,O
forcht,O
der,O
martter,O
und,O
uff,O
und,O
vyl,O
doran,O
nütt,O
nur,O
das,O
ab,O
der,O
martter,O
käme,O
und,O
habe,O
mitt,O
niemands,O
der,O
gstalt,O
ghandlett,O
dan,O
allein,O
mitt,O
Adam,B-PER
Rytzen,I-PER
drymalen,O
handlet,O
der,O
zytt,O
als,O
vor,O
6,O
iaren,O
bi,O
ime,O
und,O
withers,O
mitt,O
die,O
anderen,O
zwen,O
bruder,O
Hansen,B-PER
unnd,O
Petter,B-PER
Aeberli,I-PER
welle,O
entschaagen,O
vor,O
gott,O
und,O
der,O
weltt,O
habe,O
inen,O
gwaltt,O
und,O
unrecht,O
gethan,O
in,O
dem,O
das,O
er,O
söllichs,O
uff,O
sy,O
mitt,O
unwarheit,O
gredt,O
a,O
sig,O
er,O
bereit,O
wie,O
recht,O
ist,O
sy,O
zuo,O
49,O
wüsse,O
nütt,O
von,O
inen,O
dan,O
ehr,O
-,O
lichs,O
liebs,O
und,O
guots,O
desglichen,O
wüsser,O
nütt,O
args,O
von,O
Bitzius,B-PER
dem,O
und,O
er,O
achte,O
ir,O
keiner,O
von,O
Iegenstorff,B-LOC
gewychen,O
dann,O
sy,O
sich,O
nützit,O
böser,O
zuo,O
besorgen,O
nach,O
seinlichs,O
hatt,O
man,O
ein,O
schydlich,O
eigentlichen,O
entscheiden,O
von,O
im,O
haben,O
uff,O
gattung,O
er,O
die,O
unzucht,O
mitt,O
sinem,O
Rytzen,B-PER
sinem,O
knecht,O
begangen,O
er,O
ist,O
sy,O
nitt,O
anderser,O
gstaltt,O
bek,O
acht,O
gychtig,O
worden,O
dan,O
vorbehaltten,O
aller,O
ehrender,O
zuocht,O
und,O
schamm,O
das,O
er,O
vor,O
zuo,O
har,O
haben,O
sy,O
in,O
glid,O
zinsamenghan,O
anderen,O
gnarret,O
und,O
ire,O
menliche,O
glider,O
zusamen,O
aber,O
nütt,O
thättlichs,O
er,O
so,O
spricht,O
nützit,O
anderen,O
sonst,O
nützit,O
worden,O
dan,O
wie,O
wither,O
so,O
wendt,O
er,O
er,O
von,O
kein,O
geschrey,O
gwüsset,O
wie,O
aber,O
ers,O
yetz,O
verstandt,O
das,O
verclagt,O
ist,O
sonst,O
wurde,O
undenstanden,O
han,O
mitt,O
recht,O
ab,O
im,O
ze,O
denne,O
uffer,O
rod,O
das,O
er,O
gsprochen,O
er,O
welle,O
fachen,O
das,O
man,O
im,O
den,O
abghuwen,O
oder,O
ge,O
werde,O
damitt,O
ein,O
ouch,O
also,O
er,O
nitt,O
e,O
dan,O
so,O
als,O
ettlich,O
ine,O
von,O
deß,O
nischen,O
hanen,O
den,O
o,O
vor,O
dem,O
junckheren,O
vexiertten,O
er,O
ist,O
erstlich,O
mitt,O
dem,O
gwichtigen,O
unnd,O
zum,O
mal,O
mitt,O
dem,O
cleinsten,O
daran,O
unnd,O
blyben,O
by,O
vergicht,O
Eodem,O
presentibus,O
obstadt,O
ist,O
ouch,O
glycher,O
meyung,O
Adam,B-PER
Rytz,I-PER
des,O
bemellen,O
Hanns,B-PER
Speychen,I-PER
gewäßner,O
diser,O
handlig,O
pynlich,O
examiniert,O
wölcher,O
das,O
genampter,O
sin,O
meyster,O
uff,O
das,O
dritt,O
mal,O
also,O
unnd,O
sölche,O
sach,O
angmutet,O
er,O
sich,O
aber,O
vost,O
also,O
das,O
er,O
alle,O
drü,O
mal,O
mitt,O
im,O
dessenhalb,O
worden,O
unnd,O
ouch,O
von,O
im,O
khert,O
unnd,O
habindt,O
anderst,O
nüt,O
mitt,O
ein,O
annderen,O
dann,O
das,O
er,O
inn,O
vorüber,O
52,O
gryfflen,O
unnd,O
darnach,O
wieno,O
gmellt,O
(,O
mit,O
züchen,O
),O
ire,O
zusamen,O
.,O
der,O
anndern,O
halb,O
die,O
Speych,B-PER
wüsse,O
er,O
ganz,O
unnd,O
gar,O
nüt,O
zusagen,O
das,O
sy,O
ettwas,O
derglychen,O
noch,O
than,O
ist,O
ein,O
mal,O
mitt,O
dem,O
centner,O
gwichtigen,O
uffzogen,O
worden,O
unnd,O
beharrlich,O
by,O
sinen,O
uff,O
zinstag,O
dem,O
24,O
.,O
meyens,O
im,O
15,O
69,O
iar,O
in,O
bywäsen,O
Gallus,B-PER
Waldis,I-PER
des,O
Wilhelm,B-PER
vom,B-PER
stein,I-PER
Gallus,B-PER
Lehman,I-PER
Ist,O
in,O
der,O
keffi,O
Gallus,B-PER
Lehman,I-PER
der,O
wäber,O
alhie,O
befragt,O
und,O
ime,O
wie,O
das,O
gnedigen,O
herren,O
klagwyß,O
men,O
er,O
habe,O
Hansen,B-PER
Dietterich,I-PER
den,O
e,O
thauwner,O
ungütlich,O
hinderrucks,O
ußklagt,O
als,O
vil,O
umb,O
zechen,O
kronen,O
so,O
ime,O
doch,O
selbig,O
nützit,O
schuldig,O
sig,O
und,O
er,O
ouch,O
ime,O
nützit,O
ordenlich,O
durch,O
den,O
bel,O
zu,O
wüssen,O
than,O
wie,O
miner,O
herren,O
stattrecht,O
und,O
bruch,O
uff,O
semlichen,O
fürtrag,O
wendet,O
Gallus,B-PER
Lehman,I-PER
für,O
ee,O
sic,O
es,O
habe,O
sich,O
n,O
an,O
nechst,O
ver,O
-,O
schyner,O
jungen,O
fastnacht,O
das,O
in,O
bywäsen,O
siner,O
sin,O
zweyer,O
wäberen,O
vom,O
und,O
so,O
guotter,O
früntlicher,O
mei,O
-,O
nung,O
zuo,O
im,O
und,O
sinem,O
zuo,O
in,O
sin,O
huß,O
des,O
dachten,O
Hansen,B-PER
Dietterich,I-PER
so,O
ine,O
ein,O
altter,O
Sehele,O
mitt,O
gunst,O
zuo,O
reden,O
ein,O
alten,O
schelmen,O
das,O
ine,O
nitt,O
unbillich,O
beschwachet,O
dan,O
sy,O
vormalenn,O
wehr,O
der,O
zytt,O
er,O
Galli,B-PER
sia,O
r,O
anlessige,O
wortt,O
geben,O
er,O
zuo,O
zorn,O
bewegt,O
gegen,O
zuo,O
wiltt,O
sprechende,O
wan,O
es,O
da,O
-,O
lanne,O
gnuog,O
wäre,O
des,O
nam,O
ir,O
mann,O
Dieterich,B-PER
an,O
und,O
die,O
achs,O
über,O
ine,O
Gallus,B-PER
also,O
kamen,O
sy,O
aneinander,O
und,O
gab,O
ein,O
gstüchel,O
in,O
dem,O
siner,O
Galli,B-PER
fruowen,O
zwen,O
boeß,O
schleg,O
und,O
müpf,O
an,O
ein,O
arm,O
n,O
n,O
von,O
Dietterich,B-PER
zugfügt,O
darvon,O
ira,O
der,O
arm,O
hoch,O
loffen,O
und,O
der,O
nott,O
nefftig,O
und,O
noch,O
tags,O
zuobesorgen,O
sy,O
muss,O
den,O
scha,O
-,O
den,O
mitt,O
ira,O
under,O
den,O
den,O
sachen,O
halb,O
er,O
dem,O
Dietteriche,B-PER
mitt,O
für,O
den,O
schaden,O
schmertzen,O
kosten,O
und,O
schärerlohn,O
genanten,O
Dietterich,B-PER
mitt,O
recht,O
doruff,O
aber,O
er,O
inn,O
mitt,O
antwurt,O
begegnet,O
so,O
er,O
doch,O
das,O
dritt,O
uff,O
in,O
und,O
Joder,B-PER
Bitzius,I-PER
ein,O
sibetzen,O
geben,O
pfandt,O
das,O
heitter,O
mitt,O
Lüpott,B-PER
Stuor,I-PER
Rudolff,B-PER
Gerwern,O
well,O
und,O
pfand,O
verruffen,O
durch,O
Hansen,B-PER
Buomgarten,I-PER
geruwe,O
deßhalb,O
nütt,O
gfältt,O
ze,O
han,O
er,O
hab,O
alzytt,O
den,O
lohn,O
gen,O
gott,O
geb,O
wie,O
es,O
versorgt,O
Denne,O
t,O
ime,O
Gallus,B-PER
er,O
hab,O
den,O
alten,O
Wilhelm,B-PER
Zender,I-PER
zu,O
Wabren,B-LOC
über,O
guott,O
rechte,O
glicher,O
gstaltt,O
gipst,O
hierumb,O
disen,O
bscheydt,O
Sine,O
Gallus,B-PER
urkhünde,O
habindt,O
des,O
Zenders,B-PER
urkhünde,O
durch,O
und,O
umb,O
das,O
der,O
alt,O
Zender,B-PER
mitt,O
bystandt,O
Gorgias,B-PER
Wincklers,I-PER
ine,O
mitt,O
recht,O
angelangt,O
den,O
huopthandel,O
verloren,O
und,O
er,O
Gallus,B-PER
ledig,O
von,O
Zendern,B-PER
erkhendt,O
deßhalb,O
er,O
Galli,B-PER
den,O
Zendern,B-PER
umb,O
den,O
costen,O
in,O
den,O
er,O
ine,O
bracht,O
ongefarlich,O
.,O
kronen,O
formblich,O
wie,O
recht,O
Habs,O
Osswald,B-PER
Galdin,I-PER
den,O
lohn,O
gen,O
das,O
er,O
Winckler,B-PER
als,O
des,O
Zenders,B-PER
zuo,O
wüssen,O
thue,O
er,O
lasse,O
Zendern,B-PER
umb,O
den,O
costen,O
nanter,O
galdi,O
hab,O
auf,O
hab,O
er,O
Oswalden,B-PER
den,O
lohn,O
gen,O
pfandt,O
zestuochen,O
und,O
ze,O
also,O
habe,O
der,O
all,O
Zende,B-PER
r,O
und,O
g,O
dem,O
die,O
20,O
xx,O
fangen,O
mitt,O
erbiettung,O
zin,O
findlicher,O
darumb,O
aber,O
Wilhelm,B-PER
ein,O
ansprach,O
an,O
im,O
Gallin,B-PER
zehaben,O
hatt,O
ursprung,O
dannenhar,O
nach,O
denm,O
e,I-PER
galles,O
umb,O
wins,O
dem,O
Cuonradt,O
von,O
Friburg,B-LOC
zechen,O
von,O
nach,O
dem,O
Cuonradt,B-PER
Spültz,I-PER
umb,O
10,O
kronen,O
(,O
die,O
er,O
Galli,B-PER
selben,O
noch,O
umb,O
1j,O
faß,O
schuldig,O
),O
ein,O
uff,O
ine,O
Gallin,B-PER
sige,O
Nicklaus,B-PER
Tachs,I-PER
und,O
den,O
von,O
Friburg,B-LOC
das,O
er,O
us,O
forcht,O
er,O
wurde,O
von,O
Gallin,B-PER
nitt,O
dem,O
Tachsen,B-PER
sin,O
erlangt,O
recht,O
und,O
ansprach,O
im,O
zuoziechen,O
ubergäben,O
als,O
nem,O
sacht,O
solches,O
glichen,O
hab,O
e,O
albe,O
glich,O
druff,O
sigs,O
Tachs,B-PER
mitt,O
der,O
ußcglegt,O
und,O
gwarsame,O
zuo,O
Wilhelm,B-PER
Zender,I-PER
gangen,O
und,O
die,O
ime,O
Zender,B-PER
und,O
gwaltt,O
geben,O
die,O
o,O
von,O
Gallin,B-PER
in,O
do,O
hab,O
Galli,B-PER
t,O
und,O
in,O
recht,O
dargethan,O
eezage,O
es,O
werde,O
so,O
guettlich,O
das,O
er,O
Galli,B-PER
als,O
ein,O
bürg,O
für,O
Tachsen,B-PER
dem,O
Amman,B-PER
Guggern,I-PER
zu,O
Pimplitz,B-LOC
nach,O
dem,O
er,O
ein,O
halb,O
iar,O
darub,O
zechen,O
kronen,O
und,O
doch,O
nitt,O
gar,O
ussbezaltt,O
umb,O
das,O
überig,O
so,O
er,O
Galli,B-PER
für,O
Tachsen,B-PER
dem,O
Amma,B-PER
Gugger,I-PER
usstendig,O
plip,O
wetter,O
selig,O
bürg,O
für,O
ine,O
Gallin,B-PER
deßhalb,O
Amman,B-PER
Gugger,I-PER
den,O
wetter,O
seligen,O
nachwertz,O
umb,O
die,O
z,O
und,O
hin,O
wider,O
wetter,O
ine,O
Gallin,B-PER
das,O
also,O
Galli,B-PER
bi,O
eim,O
iar,O
für,O
Tachsen,B-PER
53,O
hab,O
müssen,O
leisten,O
und,O
der,O
auch,O
us,O
Tachsen,B-PER
wegen,O
ze,O
schaden,O
khoe,O
hie,O
nuwe,O
diewil,O
er,O
Galli,B-PER
von,O
Nicklaus,B-PER
Tachsen,I-PER
gelttschulden,O
wegen,O
so,O
vyl,O
bezalen,O
und,O
erlyden,O
so,O
solle,O
er,O
dem,O
Wilhelm,B-PER
Zender,I-PER
von,O
Thachsen,B-PER
wegen,O
nüttzit,O
ze,O
antwurtt,O
ouch,O
urtheil,O
und,O
recht,O
möcht,O
und,O
er,O
Galli,B-PER
als,O
umb,O
de,O
ansprach,O
ledig,O
us,O
Zendern,B-PER
erkhendt,O
wardt,O
er,O
Galli,B-PER
nachweits,O
guott,O
fuog,O
hatt,O
Wilhelm,B-PER
Zendern,I-PER
umb,O
den,O
costen,O
in,O
den,O
er,O
im,O
gwysen,O
mit,O
recht,O
anzulangen,O
und,O
uff,O
mittwochen,O
dem,O
25,O
tag,O
meyen,O
in,O
gegenwurtgkheit,O
herren,O
Gallus,B-PER
Waldi,I-PER
deß,O
Michel,B-PER
Ougspunger,I-PER
der,O
W,B-PER
.,I-PER
v,I-PER
.,I-PER
Stein,I-PER
Ieremias,O
Fry,I-PER
ist,O
in,O
der,O
keffi,O
Ieremias,B-PER
Fry,B-PER
us,O
Brugg,B-LOC
befragt,O
fürnemlich,O
umb,O
die,O
von,O
fräffne,O
wortt,O
eer,O
wüssentlich,O
die,O
ehe,O
brechen,O
nur,O
das,O
er,O
von,O
siner,O
fruowen,O
Anna,B-PER
ein,O
geporne,O
us,O
Schoenouw,B-LOC
komme,O
und,O
gscheiden,O
werde,O
dan,O
er,O
wüsse,O
nitt,O
mitt,O
ir,O
Ulrich,B-PER
Ellenberg,I-PER
Demnach,O
mynen,O
gnädigen,O
herren,O
und,O
Oberen,O
von,O
gwüßen,O
orthen,O
har,O
bricht,O
zu,O
was,O
ungepürender,O
maßen,O
und,O
wie,O
sswyth,O
(,O
leider,O
),O
gegenwürtiger,O
Ulrich,B-PER
Ellenberg,I-PER
ein,O
von,O
Steinen,B-LOC
in,O
der,O
ampteyung,O
signeuw,O
sich,O
vor,O
ohngefahr,O
15,O
iahren,O
daß,O
er,O
in,O
die,O
schreckenliche,O
abschüchlichr,O
und,O
meer,O
dan,O
daß,O
er,O
wider,O
alle,O
liche,O
und,O
gristliche,O
und,O
weltliche,O
Gsetz,O
und,O
die,O
hohe,O
und,O
Maiestatt,O
Gottes,B-PER
unsers,O
schöpfers,O
und,O
dergstalten,O
mit,O
syner,O
lasterhaffen,O
schandtlich,O
etc,O
.,O
leschteret,O
und,O
daß,O
es,O
von,O
einer,O
stärblich,O
Kratur,O
und,O
sündthaften,O
mit,O
nichten,O
in,O
sinn,O
will,O
weniges,O
ußgefragen,O
und,O
gredt,O
werden,O
und,O
deßwegen,O
vor,O
mönchlichen,O
alls,O
In,O
allweg,O
unwirdig,O
und,O
en,O
beßer,O
zuuerschwygen,O
weder,O
aber,O
offenbaren,O
etc,O
.,O
Habendt,O
hochgenamt,O
Ihr,B-PER
gnaden,B-PER
uff,O
sollich,O
empfangnen,O
bricht,O
uß,O
und,O
von,O
Gott,B-PER
dem,O
allmechtigen,O
ihren,O
olchner,O
keines,O
wegs,O
underlaßen,O
söllen,O
noch,O
diser,O
grüwlichen,O
eigentlicher,O
und,O
den,O
der,O
warheit,O
wohl,O
und,O
flyßig,O
zuuernemmen,O
etc,O
.,O
Wyln,O
das,O
haruff,O
in,O
gwüße,O
bracht,O
und,O
uss,O
dreyer,O
unuerworfner,O
maus,O
pschorer,O
gegebnen,O
kundtschafft,O
sag,O
sich,O
heiter,O
daß,O
solche,O
grüwlichen,O
und,O
abschuchliche,O
gottslesterangen,O
ußgemelts,O
Ulli,B-PER
Ellenbergs,I-PER
lasteraumdt,O
eherner,O
gäßner,O
wys,O
und,O
volgendts,O
und,O
er,O
hiemit,O
deß,O
einen,O
und,O
anderen,O
mit,O
kundtschafft,O
überwisen,O
deßwegen,O
er,O
dann,O
verluth,O
Göttlichen,O
und,O
aller,O
Rechten,O
und,O
syn,O
lyb,O
und,O
urlerwarcktd,O
etc,O
.,O
alls,O
habendt,O
hoch,O
und,O
ernant,O
gnädigen,O
herren,O
und,O
schuldtheyß,B-PER
2,O
Räth,B-ORG
und,I-ORG
Bürger,I-ORG
dieser,O
lobigen,O
stadt,O
Bern,B-LOC
uff,O
ihrer,O
gethanen,O
Eydt,O
zu,O
recht,O
erkent,O
und,O
.,O
daß,O
inne,O
dem,O
nachrichter,O
benehlen,O
der,O
inne,O
obenuß,O
uff,O
gewarlich,O
kichstatt,O
Inne,O
allda,O
uß,O
gnad,O
und,O
Barmhartsigkeit,O
wegen,O
das,O
haupt,O
und,O
inne,O
also,O
mit,O
dem,O
schwärt,O
vom,O
läben,O
zum,O
Todt,O
nach,O
lichem,O
Rechten,O
Richten,O
digere,O
urtheill,O
ist,O
an,O
ime,O
erstatet,O
.,O
Thoma,B-PER
s,O
Adlis,O
Examen,O
.,O
Allsie,B-PER
zu,I-PER
Martsili,I-PER
uß,O
benelch,B-LOC
gnädigen,O
Herren,O
uuff,O
den,O
.,O
Augusti,O
1629,O
durch,O
die,O
ehrenwetsten,O
etc,O
.,O
herrn,O
simon,B-PER
würstenberg,I-PER
des,O
raths,B-ORG
und,O
Ulrich,B-PER
Küntzi,I-PER
der,O
Burgeren,B-ORG
gegen,O
Thomas,B-PER
Adelis,O
synen,O
angaben,O
nach,O
uß,O
Franckrych,B-LOC
gfragt,O
ußwas,O
er,O
schon,O
hieuer,O
zu,O
signeuw,O
?,O
mit,O
ruthen,O
ußgeschmeitzt,O
sye,O
darumb,O
geschechen,O
daß,O
er,O
den,O
weybell,B-PER
geschlagen,O
und,O
im,O
zig,O
habe,O
drü,O
wyber,O
sye,O
aber,O
nit,O
das,O
er,O
keiner,O
wybspersohn,O
die,O
ehe,O
wederzweyen,O
der,O
ersten,O
vor,O
14,O
jahren,O
byderen,O
habe,O
er,O
ein,O
kind,O
sye,O
aber,O
In,O
einem,O
jahr,O
darnach,O
sampt,O
dem,O
.,O
Der,O
anderden,O
habe,O
er,O
die,O
Ehe,O
und,O
sy,O
vorohngefahr,O
zweyn,O
jahren,O
dieselbe,O
sye,O
jetzundt,O
zu,O
Neüwenburg,B-LOC
by,O
ihrer,O
schwöster,O
wahrumb,O
er,O
zu,O
Biglen,O
einer,O
wybspsohn,O
vor,O
einem,O
darinnen,O
er,O
sampt,O
anderen,O
inne,O
ein,O
wyb,O
zuner,O
alls,O
dieselbe,O
das,O
allmußen,O
wann,O
sy,O
nit,O
schwygen,O
und,O
gahn,O
welleertra,O
sein,O
mäßer,O
inlyb,O
.,O
darumb,O
diejenigen,O
so,O
im,O
huß,O
alls,O
diß,O
ghört,O
hinweg,O
zeigt,O
an,O
sy,O
sye,O
vor,O
6,O
jahren,O
dirnenswyß,O
by,O
nne,O
in,O
ündten,O
gsyn,O
und,O
habe,O
inne,O
ein,O
kind,O
zugeeignet,O
daßelbige,O
aber,O
In,O
Ihrem,O
einem,O
anderen,O
dann,O
er,O
habe,O
geförchtet,O
sy,O
das,O
kind,O
by,O
ihre,O
und,O
werde,O
also,O
die,O
ußkahm,O
und,O
deßwegen,O
sy,O
heyßen,O
hinwegg,O
3,O
.,O
Wythers,O
ob,O
er,O
nit,O
den,O
herren,O
Vogt,B-PER
zu,I-PER
Signouw,I-PER
habe,O
eines,O
dieben,O
und,O
und,O
wann,O
er,O
sich,O
nit,O
an,O
inne,O
wolle,O
er,O
das,O
schloß,O
in,O
das,O
das,O
für,O
werde,O
über,O
die,O
ohrenuß,O
item,O
er,O
nach,O
syn,O
wehr,O
er,O
imme,O
wüschen,O
etc,O
.,O
anthwort,O
.,O
Er,B-PER
habe,O
inne,O
zwar,O
einem,O
schölmen,O
und,O
gheyßen,O
landtsuerräther,O
aber,O
nit,O
ouch,O
nit,O
das,O
schloß,O
in,O
brandt,O
zu,O
item,O
allhie,O
in,O
einem,O
käller,O
gredt,O
der,O
vogt,B-PER
von,I-PER
signauw,B-PER
habe,O
mit,O
imme,O
wie,O
ein,O
anderer,O
Schölm,O
und,O
.,O
verners,O
der,O
vogt,B-PER
zu,I-PER
Signauw,I-PER
müße,O
noch,O
drey,O
goüng,O
?,O
mit,O
imme,O
thun,O
ihm,O
wehr,O
und,O
noch,O
über,O
das,O
er,O
welle,O
den,O
gändigen,O
Herrn,O
Wythers,O
warumb,O
er,O
den,O
Müller,B-PER
im,O
Golgbach,B-LOC
vor,O
tagen,O
allhie,O
in,O
der,O
so,O
rueks,O
item,O
imme,O
und,O
synem,O
getröüwt,O
eintweders,O
müße,O
imme,O
der,O
ein,O
oder,O
ander,O
werden,O
oder,O
er,O
ihnen,O
ein,O
rothen,O
haanen,O
uff,O
das,O
huß,O
setzen,O
.,O
Geantworthet,O
sye,O
darumb,O
.,O
daß,O
er,O
der,O
vatter,O
kurtzdawuor,O
zu,O
Biglen,B-LOC
ein,O
gantzen,O
tischvoll,O
mannen,O
wegen,O
dieselben,O
inne,O
gehalten,O
alls,O
der,O
Müller,B-PER
inne,O
geschlagen,O
etc,O
.,O
Item,O
daß,O
er,O
synem,O
sohn,O
in,O
ünden,O
will,O
gutts,O
und,O
ein,O
Musgueten,O
dannenhar,O
sy,O
imme,O
wohl,O
by,O
der,O
40,O
möge,O
imme,O
aber,O
nützit,O
.,O
Was,O
aber,O
daß,O
er,O
sölle,O
Ihnen,O
ein,O
rothen,O
haanen,O
uff,O
das,O
huß,O
zu,O
daßelbige,O
sye,O
gantz,O
nit,O
sonst,O
habe,O
er,O
ihnen,O
wohl,O
uff,O
lyb,O
und,O
läben,O
ge,O
-,O
tröuert,O
duch,O
sich,O
offt,O
leider,O
wyd,O
etc,O
.,O
.,O
überdiß,O
zeigt,O
er,O
an,O
er,O
es,O
sye,O
imme,O
ein,O
bösen,O
bitzen,O
züeßen,O
geben,O
.,O
dannenhar,O
habe,O
er,O
gekeundt,O
ein,O
so,O
und,O
schwaches,O
.,O
Bättindt,O
deswegen,O
ihre,O
gnädigen,O
herren,O
wellint,O
inne,O
in,O
gnaden,O
.,O
uss,O
anhalten,O
und,O
begären,O
Herr,O
Peter,O
-,O
mans,O
von,O
Erlach,O
sind,O
an,O
gester,O
verluth,O
ihr,O
gnaden,O
benelchs,O
durch,O
die,O
ehrennesten,O
etc,O
.,O
herren,O
simon,B-PER
wue,I-PER
-,I-PER
stenberg,B-PER
des,O
keinen,O
raths,O
und,O
Herr,O
Groß,O
-,O
weybell,O
hienachmolgende,O
psohn,O
uff,O
gepürliche,O
veroffnung,O
abläsung,O
der,O
Eydstattelen,O
und,O
gethane,O
glüptnus,O
an,O
Eydtstatt,O
wider,O
Thomas,O
Adili,O
uß,O
Franck,O
-,O
rych,O
kundtschaffs,O
wys,O
vernommen,O
worden,O
.,O
Bendicht,O
Fegerlener,O
von,O
Anekbachs,O
der,O
kilchhäri,O
Biglen,O
züget,O
Alls,O
vor,O
4,O
jahren,O
berürter,O
adeli,O
in,O
synes,O
vatters,O
huß,O
ein,O
gwüße,O
wybs,O
-,O
pesohn,O
ehelich,O
wolllen,O
sye,O
domahlen,O
ein,O
frouw,O
so,O
ein,O
kind,O
gettragen,O
für,O
das,O
huß,O
kommen,O
und,O
alls,O
dieselb,O
inne,O
adeli,O
in,O
demselben,O
gesäche,O
habe,O
sy,O
zu,O
ime,O
adeli,O
geschrouwen,O
er,O
sye,O
ihr,O
ehemahn,O
.,O
und,O
das,O
kind,O
sye,O
syn,O
daruff,O
er,O
adeli,O
uß,O
dem,O
huß,O
zu,O
ihra,O
gangen,O
und,O
gseits,O
wan,O
sy,O
nit,O
schwygen,O
welle,O
er,O
sy,O
mit,O
dem,O
mäßer,O
erstachen,O
dann,O
sy,O
sye,O
nnit,O
syn,O
wyb,O
etc,O
züget,O
wythers,O
adeli,O
sye,O
ohnlangist,O
by,O
ihnen,O
in,O
das,O
wirthshuß,O
kohn,O
und,O
alls,O
er,O
sich,O
damahlen,O
nit,O
tröüwen,O
und,O
anderen,O
unge,O
-,O
püren,O
gantz,O
unwillig,O
erzeigt,O
habe,O
inne,O
der,O
Müller,O
im,O
Golgbach,O
an,O
den,O
kopff,O
geschlagen,O
daß,O
mahn,O
inne,O
aber,O
gehalten,O
damit,O
inne,O
der,O
Müller,O
schlachen,O
könne,O
das,O
sye,O
nit,O
etc,O
.,O
Jost,O
Moser,O
Freywenbel,O
zu,O
Biglen,B-LOC
züget,O
vor,O
ohngefahr,O
fünff,O
Jahren,O
habe,O
er,O
disen,O
Thomas,B-PER
Adeli,O
zu,O
Burgdorff,B-LOC
in,O
Hanß,O
Warths,O
des,O
Pfisters,O
huß,O
angetroffen,O
und,O
damahlen,O
von,O
imme,O
adeli,O
und,O
des,O
magt,O
hören,O
sägen,O
habind,O
ein,O
anderen,O
die,O
Ehe,O
verprochen,O
haruff,O
die,O
magt,O
hernach,O
wythers,O
gredt,O
sy,O
meine,O
diser,O
Adeli,O
seye,O
ein,O
fühler,O
hudler,O
und,O
werde,O
sy,O
achtsyßen,O
5,O
habe,O
auch,O
gehört,O
daß,O
er,O
Adeli,O
willens,O
gsyn,O
in,O
zuzüchen,O
dann,O
er,O
gseit,O
habe,O
dise,O
magt,O
nit,O
anderist,O
gehelichet,O
weder,O
nach,O
soldatischer,O
art,O
etc,O
.,O
züget,O
wythers,O
alls,O
er,O
gezüg,O
inne,O
Adeli,O
vor,O
sechs,O
wuchen,O
allhie,O
in,O
der,O
statt,O
gesächen,O
habe,O
es,O
inne,O
verwunderet,O
daß,O
er,O
über,O
den,O
Eydt,O
der,O
ihmme,O
hienor,O
zu,O
signauw,O
ußert,O
landts,O
zu,O
syn,O
geben,O
worden,O
sich,O
allhie,O
finden,O
Ottmar,O
ämpfli,O
im,O
Hürschmar,O
(,O
Gäüirschmar,O
?,O
),O
.,O
Ist,O
wegener,O
mit,O
Barbara,O
Fenck,O
im,O
Landt,O
umbher,O
gezogen,O
ein,O
unehrlich,O
Kindt,O
by,O
der,O
selbigen,O
erzeüget,O
unndt,O
soliches,O
zu,O
Röttenbach,O
(,O
Söttenbach,O
?,O
),O
für,O
ehelich,O
tauffen,O
lassen,O
zwo,O
Stundt,O
lang,O
an,O
das,O
halßysen,O
